time,x,y
1741186234893684676,0.4000000059604645,0.6750000100582838
1741186234893684676,0.41885104803519013,0.6740868668867179
1741186234893684676,0.4313437049291089,0.6736579041728064
1741186234893684676,0.44383078282819355,0.6730897526903412
1741186234893684676,0.4551059790716465,0.678486023522705
1741186234893684676,0.46636720398615594,0.6839114767895857
1741186234893684676,0.47770987268850007,0.6891644103700578
1741186234893684676,0.489018209114942,0.694490919925137
1741186234893684676,0.5003632143193961,0.6997387990316568
1741186234893684676,0.51150232123587,0.705410777113002
1741186234893684676,0.522635420004061,0.7110943900211808
1741186234893684676,0.5338004191786112,0.7167151557909719
1741186234893684676,0.5449474415920292,0.7223714459295785
1741186234893684676,0.5560946070565969,0.7280274499658859
1741186234893684676,0.5672466362602506,0.7336739172588871
1741186234893684676,0.5786133852394428,0.7388746371697579
1741186234893684676,0.5898770897072119,0.7442948452278202
1741186234893684676,0.6012293905202952,0.7495269410241683
1741186234893684676,0.6129377456447145,0.753904687671433
1741186234893684676,0.624602470168508,0.7583974474429702
1741186234893684676,0.6362611388603021,0.762905799789813
1741186234893684676,0.6478819466811707,0.7675108547137803
1741186234893684676,0.6595007994696616,0.7721208687442669
1741186234893684676,0.6711044411525791,0.7767690774316947
1741186234893684676,0.6826717478435,0.7815069315062004
1741186234893684676,0.6941954239337953,0.7863498804919402
1741186234893684676,0.7057045088068321,0.7912274955395979
1741186234893684676,0.7171766387995575,0.79619137043046
1741186234893684676,0.7286077607960664,0.8012490391917382
1741186234893684676,0.7400088420511608,0.8063739896770414
1741186234893684676,0.7514077775390113,0.8115037085339978
1741186234893684676,0.7627797240433054,0.8166930320366177
1741186234893684676,0.7741288777310977,0.8219320419718628
1741186234893684676,0.7854414580083109,0.8272494439370845
1741186234893684676,0.7967377304544705,0.8326014642805077
1741186234893684676,0.8080363394027401,0.8379487162522778
1741186234893684676,0.8193179252642082,0.84333154027658
1741186234893684676,0.8305503968976495,0.848816216719392
1741186234893684676,0.841776860382808,0.8543131001936359
1741186234893684676,0.8528258450750386,0.8601586470031535
1741186234893684676,0.8639784941670072,0.8658039222032414
1741186234893684676,0.8764327179854021,0.8668723235558318
1741186234893684676,0.8885223521072021,0.8700488220162512
1741186234893684676,0.9000000134110451,0.875000013038516
1741186234893684676,0.9250000137835741,0.9000000134110451
1741186234893684676,0.4000000059604645,0.6750000100582838
1741186234893684676,0.41885104803519013,0.6740868668867179
1741186234893684676,0.4313437049291089,0.6736579041728064
1741186234893684676,0.44383078282819355,0.6730897526903412
1741186234893684676,0.4551059790716465,0.678486023522705
