time,x,y
1741186155.3306372,1.7695163950973913,-0.05900851473905546
1741186155.334812,1.7695163950973913,-0.05900851473905546
1741186155.344721,1.7695163950973913,-0.05900851473905546
1741186155.3546674,1.7695163950973913,-0.05900851473905546
1741186155.3673103,1.7695163950973913,-0.05900851473905546
1741186155.3842032,1.7695163950973913,-0.05900851473905546
1741186155.3865976,1.7695163950973913,-0.05900851473905546
1741186155.3947232,1.7695163950973913,-0.05900851473905546
1741186155.4047568,1.7695163950973913,-0.05900851473905546
1741186155.4146745,1.7695163950973913,-0.05900851473905546
1741186155.4254549,1.7695163950973913,-0.05900851473905546
1741186155.434686,1.7695163950973913,-0.05900851473905546
1741186155.444761,1.7695163950973913,-0.05900851473905546
1741186155.4547818,1.7695163950973913,-0.05900851473905546
1741186155.4646685,1.7695163950973913,-0.05900851473905546
1741186155.474833,1.7695163950973913,-0.05900851473905546
1741186155.4847677,1.7695163950973913,-0.05900851473905546
1741186155.4947224,1.7695163950973913,-0.05900851473905546
1741186155.5047305,1.7695163950973913,-0.05900851473905546
1741186155.5147052,1.7695163950973913,-0.05900851473905546
1741186155.5247328,1.7695163950973913,-0.05900851473905546
1741186155.5348,1.7695163950973913,-0.05900851473905546
1741186155.5447793,1.7695163950973913,-0.05900851473905546
1741186155.5546992,1.7695163950973913,-0.05900851473905546
1741186155.5646935,1.7695163950973913,-0.05900851473905546
1741186155.5747535,1.7695163950973913,-0.05900851473905546
1741186155.5847719,1.7695163950973913,-0.05900851473905546
1741186155.5947464,1.7695163950973913,-0.05900851473905546
1741186155.604734,1.7695163950973913,-0.05900851473905546
1741186155.6146524,1.7695163950973913,-0.05900851473905546
1741186155.624698,1.7695163950973913,-0.05900851473905546
1741186155.634684,1.7695163950973913,-0.05900851473905546
1741186155.6504376,1.7695163950973913,-0.05900851473905546
1741186155.6569142,1.7695163950973913,-0.05900851473905546
1741186155.6657677,1.7695163950973913,-0.05900851473905546
1741186155.6747055,1.7695163950973913,-0.05900851473905546
1741186155.684838,1.7695163950973913,-0.05900851473905546
1741186155.6949859,1.7695163950973913,-0.05900851473905546
1741186155.7047012,1.7695163950973913,-0.05900851473905546
1741186155.7152824,1.7695163950973913,-0.05900851473905546
1741186155.7247183,1.7695163950973913,-0.05900851473905546
1741186155.7347252,1.7695163950973913,-0.05900851473905546
1741186155.7453957,1.7695163950973913,-0.05900851473905546
1741186155.7547157,1.7695163950973913,-0.05900851473905546
1741186155.7649167,1.7695163950973913,-0.05900851473905546
1741186155.7747414,1.7695163950973913,-0.05900851473905546
1741186155.7848828,1.7695163950973913,-0.05900851473905546
1741186155.7947457,1.7695163950973913,-0.05900851473905546
1741186155.804842,1.7695163950973913,-0.05900851473905546
1741186155.8148885,1.7695163950973913,-0.05900851473905546
1741186155.8254745,1.7695163950973913,-0.05900851473905546
1741186155.834859,1.7695163950973913,-0.05900851473905546
1741186155.8449488,1.7695163950973913,-0.05900851473905546
1741186155.8548238,1.7695163950973913,-0.05900851473905546
1741186155.8650599,1.7695163950973913,-0.05900851473905546
1741186155.8748577,1.7695163950973913,-0.05900851473905546
1741186155.8902173,1.7695163950973913,-0.05900851473905546
1741186155.8947296,1.7695163950973913,-0.05900851473905546
1741186155.9047675,1.7695163950973913,-0.05900851473905546
1741186155.914766,1.7695163950973913,-0.05900851473905546
1741186155.924736,1.7695163950973913,-0.05900851473905546
1741186155.9354434,1.7695163950973913,-0.05900851473905546
1741186155.9447215,1.7695163950973913,-0.05900851473905546
1741186155.9447215,1.7695163950973913,-0.05900851473905546
1741186155.976626,1.7695163950973913,-0.05900851473905546
1741186155.9851234,1.7695163950973913,-0.05900851473905546
1741186155.9974947,1.7695163950973913,-0.05900851473905546
1741186156.0047987,1.7695163950973913,-0.05900851473905546
1741186156.0147848,1.7695163950973913,-0.05900851473905546
1741186156.024784,1.7695163950973913,-0.05900851473905546
1741186156.0347817,1.7695163950973913,-0.05900851473905546
1741186156.044784,1.7695163950973913,-0.05900851473905546
1741186156.0557475,1.7695163950973913,-0.05900851473905546
1741186156.07193,1.7695163950973913,-0.05900851473905546
1741186156.0754,1.7695163950973913,-0.05900851473905546
1741186156.087303,1.7695163950973913,-0.05900851473905546
1741186156.0951467,1.7695163950973913,-0.05900851473905546
1741186156.1052072,1.7695163950973913,-0.05900851473905546
1741186156.1151125,1.7695163950973913,-0.05900851473905546
1741186156.125014,1.7695163950973913,-0.05900851473905546
1741186156.1350904,1.7695163950973913,-0.05900851473905546
1741186156.1450832,1.7695163950973913,-0.05900851473905546
1741186156.1551445,1.7695163950973913,-0.05900851473905546
1741186156.1650293,1.7695163950973913,-0.05900851473905546
1741186156.1750667,1.7695163950973913,-0.05900851473905546
